GeneID	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24
ENSMUSG00000042251	316	371	266	11	203	39	131	117	3	0	17	13	6	37	16	139	82	330	137	10	0	11	96	63
ENSMUSG00000092700	0	0	0	2	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	1
ENSMUSG00000013275	0	3	1	98	19	77	20	2	42	19	125	49	84	1	63	31	78	54	2	62	40	131	67	124
ENSMUSG00000026433	18	20	19	5	37	22	7	14	35	0	39	91	26	10	7	41	23	35	10	39	4	40	129	75
ENSMUSG00000026434	203	350	105	1006	1153	161	298	70	113	30	193	619	1543	22	709	1026	265	470	24	197	82	531	793	2084
ENSMUSG00000026435	52	62	45	1	44	6	33	64	18	1	71	0	17	16	6	85	7	135	51	24	2	109	2	66
ENSMUSG00000026436	30	35	29	34	150	23	42	16	47	5	40	126	246	9	22	179	56	50	9	68	21	95	157	489
ENSMUSG00000059149	12	12	9	132	341	18	113	5	14	13	60	42	70	0	75	311	38	301	4	20	18	46	42	96
ENSMUSG00000026437	16	4	9	14	16	10	14	10	13	2	12	1	6	4	14	31	9	28	5	8	3	7	19	9
ENSMUSG00000079330	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000042115	2	1	0	16	4	9	11	0	2	0	0	0	3	0	13	8	12	66	2	5	0	1	0	2
ENSMUSG00000009772	19	9	15	3	109	6	108	7	24	0	27	16	43	2	0	173	10	231	11	34	0	8	43	54
ENSMUSG00000042066	1	1	1	80	3	11	2	1	97	8	6	5	39	0	62	1	13	3	0	116	11	13	7	23
ENSMUSG00000090079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000042046	15	21	14	126	124	33	38	8	52	7	74	95	131	4	88	64	74	84	15	52	11	153	175	441
ENSMUSG00000090678	2	0	0	4	0	1	0	0	0	1	1	0	2	0	0	2	2	1	0	2	0	5	0	4
ENSMUSG00000026439	11	17	12	116	45	11	30	9	27	8	84	68	103	8	86	67	39	66	20	33	16	96	80	131
ENSMUSG00000048174	1	0	1	5	2	1	2	0	3	1	7	6	8	0	4	8	4	2	0	3	1	1	7	12
ENSMUSG00000053024	0	2	1	146	1	2	0	1	0	0	0	3	9	0	128	0	12	0	0	0	0	0	13	2
ENSMUSG00000026442	4	0	0	173	2	0	0	0	0	0	1	2	5	0	167	12	5	0	0	2	0	5	2	3
ENSMUSG00000026443	0	0	0	92	2	6	0	0	3	0	7	8	4	0	86	5	8	0	0	2	0	12	12	4
ENSMUSG00000054387	39	24	27	92	367	41	116	20	40	13	84	238	348	7	71	385	96	153	14	47	26	190	272	770
ENSMUSG00000026447	10	6	10	21	107	28	0	3	32	11	14	17	34	0	13	108	40	6	5	40	18	14	14	42
ENSMUSG00000046062	188	196	140	152	426	59	89	56	69	7	134	346	187	26	113	484	50	173	78	160	32	173	307	306
ENSMUSG00000041757	31	57	52	70	269	51	45	21	31	5	7	55	74	6	54	481	62	156	16	36	4	21	43	91
ENSMUSG00000041717	33	27	23	0	29	0	14	10	2	0	0	0	0	10	0	55	0	29	20	5	0	0	0	1
ENSMUSG00000091251	0	3	1	1	2	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0
ENSMUSG00000070645	0	0	0	1	0	3	18	0	2	0	2	0	0	0	0	0	0	47	0	0	0	0	0	0
ENSMUSG00000070644	228	231	237	6	0	3	14	201	11	0	105	0	4	50	7	1	0	22	100	3	0	84	1	5
ENSMUSG00000070643	0	13	0	3	56	10	7	1	35	2	7	32	32	0	3	58	1	24	2	27	0	19	21	23
ENSMUSG00000090553	323	379	108	589	2015	376	381	68	100	15	260	729	2323	23	360	1697	1140	697	23	193	36	1024	1113	4215
ENSMUSG00000092104	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000026464	79	70	58	121	422	76	59	32	125	19	187	305	617	10	121	361	125	143	30	145	52	365	342	1240
ENSMUSG00000051998	1	2	1	0	2	1	0	1	6	0	3	24	3	0	0	5	0	1	1	30	0	14	18	25
ENSMUSG00000091176	0	0	5	0	2	0	0	0	2	0	0	1	26	0	0	1	2	0	0	2	0	4	1	174
ENSMUSG00000026463	4	38	5	343	299	25	27	12	30	2	45	589	751	2	207	710	37	42	3	32	6	146	565	2115
ENSMUSG00000010311	0	0	0	0	12	0	0	0	1	0	1	8	1	0	1	7	0	0	0	3	0	2	3	8
ENSMUSG00000090208	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000041577	54	48	32	38	87	97	26	30	209	7	83	1701	120	9	15	180	107	87	35	350	45	246	4540	460
ENSMUSG00000041559	8	1	1	57	3	7	7	0	12	29	21	209	10	1	32	16	17	20	2	36	82	42	29	47
ENSMUSG00000020423	21	22	4	38	361	53	14	7	273	11	125	171	139	2	36	495	67	82	7	356	44	1211	392	524
ENSMUSG00000073559	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
ENSMUSG00000026450	0	0	0	0	1	0	0	0	34	0	0	0	106	0	0	0	0	0	0	1	0	1	0	322
ENSMUSG00000064246	5	1	2	31	0	3	0	1	947	0	0	8	8	0	26	1	2	2	0	1788	0	0	0	39
ENSMUSG00000042451	0	0	0	0	0	0	0	0	14	138	3	0	164	0	1	0	0	0	0	0	359	3	0	130
ENSMUSG00000042429	27	13	17	224	5	14	6	17	9	1	42	98	2	11	173	15	21	11	11	20	0	73	161	10
ENSMUSG00000084509	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000026459	0	0	0	0	0	0	0	0	4	7	0	0	11	0	0	0	0	0	0	0	13	4	0	9
ENSMUSG00000026458	4	1	1	57	2	3	2	1	5	3	4	8	14	0	47	6	2	4	0	11	1	11	14	25
ENSMUSG00000042305	235	345	188	184	726	41	153	93	79	8	119	139	229	53	199	746	61	367	105	99	19	133	227	472
ENSMUSG00000050526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
ENSMUSG00000026456	13	10	7	47	26	38	16	5	78	50	139	124	197	2	36	30	79	50	4	71	76	94	253	271
ENSMUSG00000026457	172	193	150	160	616	384	153	94	337	209	429	693	1014	51	117	680	504	520	98	391	473	655	1151	2288
ENSMUSG00000026455	42	46	34	221	197	98	50	15	29	30	92	183	373	4	178	178	207	108	20	52	70	183	266	576
ENSMUSG00000079319	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	1	0	0	2	2
ENSMUSG00000042229	46	30	21	150	154	35	55	21	40	7	148	93	105	8	104	171	68	122	26	59	25	182	176	243
ENSMUSG00000077202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000060342	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
ENSMUSG00000046367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000042207	14	12	17	97	94	29	18	6	56	5	175	101	155	4	88	133	34	55	8	69	16	212	142	560
ENSMUSG00000091246	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000026452	0	0	0	186	5	0	0	0	2	1	0	0	1	0	199	4	0	1	0	1	0	2	1	0
ENSMUSG00000073557	10	5	5	118	361	172	7	3	74	56	84	136	409	2	78	593	189	46	8	74	136	197	95	596
ENSMUSG00000077846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000026429	1	2	1	3	29	4	4	0	1	3	7	2	45	0	4	8	17	0	0	3	3	6	32	66
ENSMUSG00000042793	0	0	0	22	0	45	0	0	6	0	23	2	38	0	8	0	90	1	0	5	2	86	0	102
ENSMUSG00000031506	0	0	1	0	1	0	0	0	7	0	15	9	3	1	0	3	1	2	2	29	0	5	21	8
ENSMUSG00000026426	3	0	3	97	70	13	15	2	19	2	26	56	42	0	54	94	10	58	3	31	3	29	129	134
ENSMUSG00000087721	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0
ENSMUSG00000085311	1	0	3	1	3	0	0	0	1	0	1	6	3	0	1	5	1	1	0	4	0	0	8	6
ENSMUSG00000026424	0	0	0	477	18	1	0	0	0	2	0	0	4	0	430	17	5	1	0	1	2	0	2	1
ENSMUSG00000079139	0	0	0	8	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	4	1
ENSMUSG00000085392	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000003051	3	1	1	0	778	1	15	0	53	2	1	0	33	0	0	1031	2	54	2	54	3	1	0	16
ENSMUSG00000041926	41	28	31	47	50	25	24	12	62	6	76	94	50	10	24	85	40	57	25	82	20	66	100	71
ENSMUSG00000062580	53	92	35	221	167	291	89	12	70	52	167	335	398	10	158	209	422	293	22	97	117	270	509	628
ENSMUSG00000048096	0	0	0	4	105	7	0	1	39	1	21	10	91	0	3	162	2	6	0	17	1	62	13	207
ENSMUSG00000041889	0	0	0	210	11	15	10	0	17	112	27	0	282	0	160	21	5	26	0	18	211	76	4	514
ENSMUSG00000041879	31	21	17	324	69	38	31	12	41	15	154	301	146	1	170	107	85	103	13	84	29	187	385	200
ENSMUSG00000009418	12	8	4	77	22	38	4	5	50	4	28	198	97	3	46	64	55	22	1	58	7	66	212	195
ENSMUSG00000054412	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000090399	2	0	0	1	2	2	0	1	0	2	5	6	3	0	0	1	0	0	0	1	1	5	8	3
ENSMUSG00000026421	3	9	4	268	652	31	24	5	247	2	178	170	170	0	199	986	23	97	0	247	7	254	365	279
ENSMUSG00000041801	0	1	1	33	16	19	8	1	109	136	67	252	328	1	34	24	21	15	1	111	332	67	589	704
ENSMUSG00000026418	0	0	0	5	184	0	0	0	1	31	18	0	127	0	5	99	0	0	0	0	28	6	0	151
ENSMUSG00000041782	1	1	1	0	348	15	104	2	103	0	1	0	197	0	0	457	8	348	3	16	0	4	1	433
ENSMUSG00000026414	1	0	1	2	4	6965	3	0	212	0	3	1	32	0	4	8	8713	1	1	233	2	1	0	92
ENSMUSG00000026413	0	0	0	0	13	0	0	0	167	0	0	1	516	0	0	28	0	3	0	0	0	0	5	1614
ENSMUSG00000051985	0	0	0	5	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	20	0	0	0
ENSMUSG00000026411	18	21	19	107	23	26	48	23	46	11	184	100	45	8	84	35	36	164	12	80	17	199	93	86
ENSMUSG00000026407	0	0	0	1	1	11	0	0	21	306	18	2	479	0	2	5	25	0	0	7	665	20	8	751
ENSMUSG00000086264	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000041642	2	6	0	45	32	0	0	0	5	1	8	21	7	0	37	82	0	4	1	27	2	6	37	25
ENSMUSG00000087230	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2
ENSMUSG00000041605	0	0	0	1	159	0	7	1	19	0	0	0	50	0	1	214	1	32	1	3	0	0	0	78
ENSMUSG00000091279	0	0	0	0	10	0	1	0	1	0	0	0	3	0	0	16	0	1	0	0	0	0	0	18
ENSMUSG00000052759	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000091737	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000041570	17	15	20	219	52	28	33	10	44	1	43	135	201	9	148	78	67	84	1	44	6	112	135	356
ENSMUSG00000086553	0	0	1	1	0	0	0	0	0	0	3	3	9	0	1	0	0	5	0	5	1	4	0	7
ENSMUSG00000026404	6	7	6	15	12	7	9	4	8	8	21	41	23	3	17	10	23	23	2	14	19	52	36	69
ENSMUSG00000041498	0	0	0	0	12	0	0	0	5	0	0	0	27	0	0	2	0	0	0	1	0	4	3	10
ENSMUSG00000091667	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	15
ENSMUSG00000041483	81	95	66	262	207	75	66	24	66	14	134	179	218	9	201	165	119	129	30	76	23	250	215	313
ENSMUSG00000085011	0	0	0	0	0	0	3	1	3	0	0	4	0	0	0	0	0	3	0	7	0	0	0	3
ENSMUSG00000026398	122	259	120	0	363	1	0	29	0	0	354	36	7	15	0	162	1	4	26	2	0	786	13	21
ENSMUSG00000051480	0	0	0	1	3	0	0	0	0	0	2	0	0	0	1	4	1	0	0	0	0	2	1	1
ENSMUSG00000065458	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026395	59	96	31	39	339	69	106	14	124	1	229	618	349	1	51	597	63	229	11	642	7	1032	1894	619
ENSMUSG00000026394	0	0	0	0	0	1	83	0	0	0	0	1	1	0	0	0	1	283	0	2	1	0	0	11
ENSMUSG00000026393	111	177	162	274	593	283	268	53	140	93	181	714	986	27	249	669	482	810	48	231	268	566	963	1789
ENSMUSG00000019230	0	0	0	52	1	1	1	0	0	1	24	1	1	0	40	0	1	0	0	2	0	125	0	2
ENSMUSG00000079283	14	29	2	40	52	9	14	1	7	5	33	50	133	5	34	54	41	27	6	14	15	71	102	239
ENSMUSG00000065275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000056268	42	52	35	74	567	69	80	9	32	11	144	102	320	5	67	784	64	110	16	66	22	356	167	367
ENSMUSG00000086113	2	0	4	0	1	0	0	3	0	0	3	5	0	0	0	18	0	2	0	3	1	19	1	9
ENSMUSG00000085361	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063681	0	0	0	8	0	9	1	0	3	0	3	0	1	0	5	0	35	0	0	5	0	0	0	3
ENSMUSG00000033964	60	153	33	201	271	101	228	16	34	6	100	266	417	4	113	309	171	331	14	45	36	425	312	573
ENSMUSG00000033952	0	1	0	0	57	0	0	0	5	0	12	3	89	0	0	26	1	1	0	6	0	38	8	33
ENSMUSG00000026368	906	1084	630	0	0	7	359	307	0	0	0	0	1	107	0	1	6	643	234	3	0	0	6	5
ENSMUSG00000057037	2390	3064	1348	0	0	0	0	620	0	0	0	0	0	127	0	3	0	1	267	0	0	0	22	2
ENSMUSG00000090623	100	67	42	0	0	0	0	19	0	0	0	0	0	3	0	0	0	0	9	0	0	0	0	5
ENSMUSG00000070594	1857	1350	855	0	0	0	2	505	0	0	0	0	0	105	0	0	2	2	238	1	0	3	1	0
ENSMUSG00000033898	6295	8573	2755	0	1	2	5	1504	4	0	1	6	3	359	0	0	2	3	658	1	0	11	89	7
ENSMUSG00000089991	15	15	1	0	0	5	0	3	0	0	1	8	0	1	0	0	1	0	0	1	0	0	0	5
ENSMUSG00000085867	28	67	53	0	0	2	1	13	3	0	16	6	2	6	0	1	0	2	4	3	0	31	2	4
ENSMUSG00000087930	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026365	4092	4478	2384	307	169	979	1013	1313	203	1	3358	3712	682	239	273	190	1383	2395	429	619	18	10783	1664	843
ENSMUSG00000052726	1	3	1	129	25	19	15	9	0	0	66	45	3	1	96	60	23	30	0	3	0	120	20	30
ENSMUSG00000089418	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026361	41	75	44	173	443	92	65	8	15	11	50	495	398	8	167	421	142	234	5	54	18	252	345	780
ENSMUSG00000033849	4	0	5	382	197	69	3	1	19	1	2	5755	369	0	346	281	118	35	0	89	13	42	3530	428
ENSMUSG00000089640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
ENSMUSG00000018196	99	77	45	281	172	92	74	23	39	18	65	167	324	9	177	129	205	177	13	68	49	163	226	705
ENSMUSG00000018199	47	49	30	984	704	163	260	11	117	6	164	818	962	9	840	631	292	575	17	216	17	743	489	1166
ENSMUSG00000018189	174	185	93	635	680	210	202	50	52	19	134	518	841	17	491	404	356	447	17	72	62	361	564	1245
ENSMUSG00000088323	0	0	0	7	0	0	0	0	0	0	1	0	2	0	5	0	1	2	0	0	0	0	3	4
ENSMUSG00000026360	6	8	2	212	157	116	38	5	94	6	177	72	135	1	163	168	252	105	9	149	13	510	131	510
ENSMUSG00000051079	0	0	0	7	159	2	0	0	2	0	0	0	0	0	11	183	0	0	0	8	0	47	0	2
ENSMUSG00000026358	11	5	4	5	583	1	2	3	8	1	48	37	30	0	4	566	7	13	5	42	0	244	382	41
ENSMUSG00000026357	0	0	0	3	0	19	0	0	15	0	4	125	59	0	2	4	39	4	0	59	3	7	210	117
ENSMUSG00000035131	0	0	0	148	0	6	0	0	1	1	0	2	0	0	91	0	1	1	0	0	0	3	5	0
ENSMUSG00000087627	3	3	0	6	0	5	2	0	5	2	3	6	7	1	7	6	4	6	0	5	0	11	12	18
ENSMUSG00000085822	0	0	0	3	0	0	0	0	0	0	2	0	3	0	0	0	0	1	0	0	0	0	9	20
ENSMUSG00000053988	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	3	3
ENSMUSG00000082588	282	360	103	215	157	129	112	61	6	4	45	325	182	6	124	219	174	139	12	35	15	234	373	253
ENSMUSG00000056220	1	13	2	38	405	18	58	2	33	1	38	237	324	0	30	362	36	117	2	77	3	144	326	708
ENSMUSG00000077516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSMUSG00000084952	0	0	0	3	34	2	0	0	1	0	0	1	0	0	3	0	1	0	0	0	0	0	0	8
ENSMUSG00000032487	0	0	0	148	15	6	4	0	33	0	8	10	32	0	73	141	5	10	0	50	0	25	0	37
ENSMUSG00000091113	0	0	0	0	5	0	0	0	7	0	0	0	7	0	0	13	0	0	0	13	0	0	1	13
ENSMUSG00000006010	121	78	51	329	262	125	134	26	56	19	99	691	386	7	213	361	228	339	27	100	68	324	894	1155
ENSMUSG00000006005	150	143	89	414	501	301	152	40	72	34	187	701	903	19	215	574	590	318	29	163	84	567	1121	1697
ENSMUSG00000006014	71	49	41	21	1	35	1	19	1	6	1	118	12	12	20	17	50	1	27	63	3	8	20	29
ENSMUSG00000066842	1	6	1	2	12	5	1	0	21	1	11	4	30	1	3	14	21	1	0	39	1	33	5	44
ENSMUSG00000093650	1	2	3	3	19	0	1	0	3	0	8	2	4	1	3	2	2	6	0	1	1	10	2	21
ENSMUSG00000063886	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023150	392	319	220	1093	4150	4313	1481	126	386	91	999	5145	3034	31	652	4633	8297	3213	77	376	287	2023	6143	8054
ENSMUSG00000052748	192	119	77	177	394	66	164	37	85	3	83	224	490	20	77	434	127	238	24	126	22	414	464	776
ENSMUSG00000053286	33	50	23	81	58	43	37	13	40	6	90	111	142	4	37	72	78	64	7	47	17	106	115	216
ENSMUSG00000026484	113	204	66	288	551	102	167	31	51	16	311	683	619	10	256	803	160	358	20	124	41	863	731	868
ENSMUSG00000026483	7	5	4	9	820	23	13	1	65	0	141	206	224	1	5	1222	49	71	2	105	18	819	173	276
ENSMUSG00000043019	76	66	42	150	499	37	107	13	36	12	176	185	241	5	131	786	60	276	12	65	32	492	213	397
ENSMUSG00000032666	3	11	7	92	38	16	4	1	19	15	22	10	218	0	54	30	34	11	0	15	46	35	21	375
ENSMUSG00000014980	14	21	15	60	32	25	22	14	13	4	88	67	54	1	55	22	67	36	7	30	23	70	57	158
ENSMUSG00000032649	3	0	0	12	2	17	30	0	8	0	30	8	7	0	6	14	12	33	0	21	0	46	5	14
ENSMUSG00000026482	8	17	9	131	12	34	67	4	53	1	55	275	64	1	124	39	43	157	13	77	9	62	369	88
ENSMUSG00000086145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000080950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1
ENSMUSG00000055547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ENSMUSG00000008475	225	230	196	340	1745	117	287	99	264	7	667	683	762	26	291	1969	188	647	87	468	31	1409	1286	1441
ENSMUSG00000026480	1	0	3	3	11	3	1	1	15	0	61	18	8	0	5	18	5	7	2	30	3	29	52	15
ENSMUSG00000042772	27	35	33	100	72	39	58	20	63	13	90	100	115	4	107	142	63	146	20	62	41	140	125	273
ENSMUSG00000042751	1	0	0	274	4	4	0	0	8	0	0	18	11	0	226	6	0	1	1	8	1	4	10	21
ENSMUSG00000026479	0	1	0	19	379	34	21	0	90	0	4	36	253	0	14	489	35	89	1	141	1	18	52	494
ENSMUSG00000026478	10	8	3	14	33	44	8	3	40	10	75	215	127	0	13	76	51	28	2	58	23	102	287	167
ENSMUSG00000079138	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	7	11
ENSMUSG00000073538	3	1	4	2	4	4	4	1	5	0	3	12	13	1	1	3	0	7	2	12	2	9	30	30
ENSMUSG00000042708	0	0	0	0	0	0	0	0	0	0	0	1	11	0	2	0	0	0	0	0	0	2	1	2
ENSMUSG00000064435	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
ENSMUSG00000042699	50	35	35	160	191	23	70	5	17	5	57	80	157	3	108	167	71	133	12	39	6	142	222	428
ENSMUSG00000042684	1	0	1	21	1	5	48	1	5	0	53	34	77	0	9	1	5	165	1	7	4	45	62	247
ENSMUSG00000042671	0	0	0	216	1	0	0	0	0	0	0	0	1	0	199	4	0	0	0	0	0	0	0	0
ENSMUSG00000026475	11	69	12	17	2	0	0	24	1	0	4	10	2	8	27	4	1	3	20	6	1	19	11	2
ENSMUSG00000066800	2	2	3	10	632	5	3	0	16	2	30	162	53	0	12	1028	18	5	0	28	1	44	332	81
ENSMUSG00000042641	0	0	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	18	1
ENSMUSG00000045968	1	1	0	0	1	0	0	0	0	0	0	1	5	0	1	1	0	0	0	0	1	1	1	3
ENSMUSG00000043282	2	2	0	2	4	1	0	0	7	0	3	2	3	1	1	4	0	2	3	3	0	7	3	22
ENSMUSG00000026473	161	143	192	357	272	146	105	97	58	41	130	741	181	44	317	350	238	262	109	128	132	132	818	410
ENSMUSG00000078493	0	0	0	1	1	1	1	0	0	0	2	7	4	0	0	0	0	0	0	0	0	1	3	3
ENSMUSG00000066797	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000004110	0	0	1	295	50	0	0	0	3	0	1	194	44	0	220	73	0	10	0	18	1	7	247	111
ENSMUSG00000086217	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	6	1	0	0	2	0	0	0	16
ENSMUSG00000056708	4	18	3	93	287	8	15	2	24	1	13	37	276	2	54	375	16	35	1	47	0	58	61	446
ENSMUSG00000026471	13	18	6	39	103	19	17	5	35	12	75	176	144	0	36	72	41	37	2	78	35	191	162	333
ENSMUSG00000026470	16	11	12	111	28	25	33	2	36	6	118	124	74	3	82	51	22	54	6	96	7	162	124	140
ENSMUSG00000033722	0	0	1	5	4	4	14	0	6	0	8	4	11	0	2	6	13	46	0	4	0	19	3	12
ENSMUSG00000026469	72	99	47	250	1013	83	115	18	61	26	77	192	465	6	185	944	114	282	14	73	62	188	237	715
ENSMUSG00000073535	8	2	0	10	0	1231	1	0	8	3	1	40	166	0	9	14	2497	0	1	9	9	4	8	221
ENSMUSG00000033701	19	21	17	67	27	43	9	15	25	11	65	51	75	5	30	36	42	50	17	46	23	78	98	190
ENSMUSG00000026468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000033684	367	390	439	39	196	39	13	217	241	5	202	220	81	136	26	212	34	46	288	259	11	180	324	164
ENSMUSG00000033671	41	53	44	136	278	55	63	9	33	3	37	177	283	9	70	370	69	85	4	50	31	134	268	590
ENSMUSG00000026466	159	212	98	194	237	245	148	46	95	52	163	508	713	16	187	317	497	248	31	144	156	451	792	1396
ENSMUSG00000050565	179	196	69	54	778	52	124	38	27	6	55	197	261	17	21	1164	62	186	24	49	16	179	377	526
ENSMUSG00000079252	246	245	155	227	880	132	207	65	78	19	290	409	646	14	179	870	193	335	50	96	78	585	690	1070
ENSMUSG00000015484	1	0	0	15	2	1	3	0	0	0	13	0	0	0	16	2	0	22	0	0	0	6	0	0
ENSMUSG00000060985	0	0	0	5	0	0	3	0	2	0	209	0	3	0	5	0	0	4	0	1	0	159	0	0
ENSMUSG00000026602	0	0	0	8	0	2	438	0	1	0	9	5	0	0	1	0	10	872	0	0	0	24	1	1
ENSMUSG00000026601	0	0	0	1	13	1	0	0	0	0	2	0	1	0	0	5	0	0	0	0	0	5	0	0
ENSMUSG00000078193	0	0	0	3	9	5	2	0	3	0	10	5	8	0	9	12	1	3	1	6	0	8	9	21
ENSMUSG00000026600	6	11	6	140	498	16	39	0	117	2	2182	113	438	1	61	471	22	68	1	217	3	8479	442	1429
ENSMUSG00000026596	7	9	8	84	34	19	19	3	25	4	49	45	116	1	69	68	23	42	2	33	12	64	68	129
ENSMUSG00000060519	16	14	39	16	80	24	15	9	89	2	69	100	55	8	19	98	32	54	37	109	7	100	143	110
ENSMUSG00000033557	29	38	25	129	422	84	137	33	90	25	127	346	298	11	97	603	101	280	8	94	43	181	370	508
ENSMUSG00000046057	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026594	40	26	33	151	328	26	49	36	34	0	107	44	254	1	79	350	27	103	10	45	0	207	77	372
ENSMUSG00000033544	1	1	1	1	15	10	0	0	4	6	27	10	22	0	3	24	12	0	2	4	2	56	16	45
ENSMUSG00000070565	16	18	13	201	43	40	53	4	37	3	17	50	144	1	97	72	52	45	4	42	10	73	88	420
ENSMUSG00000087632	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049881	0	7	6	11	5	22	14	2	29	0	44	29	27	1	11	10	33	32	6	25	4	56	37	53
ENSMUSG00000033488	23	20	21	25	17	18	240	14	16	0	107	32	20	7	16	21	25	859	19	40	1	196	160	39
ENSMUSG00000087093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000026589	126	118	106	3	78	4	5	62	1	0	8	54	32	19	1	126	2	7	68	7	0	13	59	35
ENSMUSG00000004031	0	0	0	91	11	0	0	0	0	0	16	0	0	0	88	11	0	0	0	1	3	2	4	0
ENSMUSG00000026587	0	0	0	562	27	5	2	0	2	0	7	1	0	0	331	52	3	7	0	1	0	5	0	7
ENSMUSG00000073530	0	0	0	3	19	0	0	0	0	0	0	7	24	0	9	6	0	5	0	0	0	2	2	116
ENSMUSG00000047661	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
